,ExpDate,Strike Price,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open Int,Delta,Gamma,Rho,Theta,Vega,Current Date,Implied volatility,Underlaying asset price,Expiration time
898,19-Jan-18,750,GOOG,Put,31.1,-1.5,29,31.6,25,483,-0.25256,0.00175,-1.74714,-0.07568,2.62899,2/17/2017,0.27024,828.070007,0.919917864
899,19-Jan-18,760,GOOG,Put,34,-1,31.8,34.4,33,291,-0.25319,0.00203,-1.68112,-0.0632,2.61998,2/17/2017,0.21872,828.070007,0.919917864
900,19-Jan-18,770,GOOG,Put,36.8,-1.3,34.7,37.3,86,600,-0.27575,0.00214,-1.8612,-0.06536,2.67259,2/17/2017,0.21872,828.070007,0.574948665
901,19-Jan-18,770,GOOG,Put,36.8,-1.3,34.7,37.3,86,600,-0.27575,0.00214,-1.8612,-0.06536,2.67259,2/17/2017,0.21872,828.070007,0.919917864
902,19-Jan-18,780,GOOG,Put,39.9,-1.6,37.9,40.6,17,264,-0.29831,0.00225,-1.95366,-0.06752,2.7252,2/17/2017,0.24997,828.070007,0.919917864
903,19-Jan-18,790,GOOG,Put,43.5,-1.5,41.2,44.2,4,241,-0.32163,0.00236,-2.12522,-0.06936,2.78471,2/17/2017,0.24997,828.070007,0.919917864
904,19-Jan-18,800,GOOG,Put,47.2,-1.6,44.9,47.9,35,1540,-0.35355,0.00216,-2.2883,-0.08649,2.86217,2/17/2017,0.21872,828.070007,0.919917864
905,19-Jan-18,810,GOOG,Put,51.1,-1.8,48.8,52,3,277,-0.3704,0.00257,-2.13315,-0.0726,2.88586,2/17/2017,0.24998,828.070007,0.919917864
906,19-Jan-18,820,GOOG,Put,55.3,-1.9,53,56.1,3,190,-0.39876,0.00228,-2.29624,-0.09158,2.92391,2/17/2017,0.22263,828.070007,0.919917864
907,19-Jan-18,840,GOOG,Put,67,-0.3,61.9,65.1,2,223,-0.4496,0.00283,-2.46272,-0.07305,3.0228,2/17/2017,0.24997,828.070007,0.919917864
908,19-Jan-18,860,GOOG,Put,76.38,-1.32,72.9,75.5,30,66,-0.48656,0.00245,-2.8385,-0.08358,3.07021,2/17/2017,0.21872,828.070007,0.919917864
909,19-Jan-18,880,GOOG,Put,85.8,-13.4,83.4,87,1,39,-0.55114,0.00291,-2.66665,-0.06011,3.12603,2/17/2017,0.24997,828.070007,0.919917864
910,18-Jan-19,800,GOOG,Call,117.39,1.59,115.5,120.3,3,108,0.76183,0.00194,9.76576,-0.12133,3.49636,2/17/2017,0.13503,828.070007,1.916495551
911,18-Jan-19,820,GOOG,Call,107.59,1.49,104.6,109.5,4,47,0.73638,0.00225,9.72738,-0.12114,3.65489,2/17/2017,0.1436,828.070007,1.916495551
912,18-Jan-19,900,GOOG,Call,71.9,2.65,67.5,72,13,1722,0.56102,0.00201,7.38113,-0.12284,4.66663,2/17/2017,0.14627,828.070007,1.916495551
913,18-Jan-19,750,GOOG,Put,59.32,-0.68,56.5,61.1,2,149,-0.26115,0.00138,-3.6389,-0.0416,3.65459,2/17/2017,0.24769,828.070007,1.916495551
914,18-Jan-19,760,GOOG,Put,63,-4,60,64.5,2,17,-0.27462,0.00145,-3.67707,-0.04153,3.71192,2/17/2017,0.27894,828.070007,1.916495551
915,18-Jan-19,770,GOOG,Put,66.46,-0.84,63.7,68.2,1,32,-0.29376,0.00143,-3.87541,-0.0455,3.79853,2/17/2017,0.24769,828.070007,1.916495551
916,18-Jan-19,780,GOOG,Put,70,-0.95,67.1,72,2,54,-0.31444,0.00133,-4.12273,-0.05506,3.88219,2/17/2017,0.27849,828.070007,1.916495551
917,18-Jan-19,800,GOOG,Put,78,-2.2,75.5,80,2,41,-0.34097,0.00177,-4.20601,-0.04443,3.96159,2/17/2017,0.28063,828.070007,1.916495551
918,18-Jan-19,820,GOOG,Put,87.41,-0.72,83.8,88.5,4,14,-0.37475,0.00151,-4.63693,-0.06066,4.10923,2/17/2017,0.26238,828.070007,1.916495551
919,18-Jan-19,880,GOOG,Put,116.1,-14.5,113.6,118.5,2,1553,-0.45503,0.0016,-5.27693,-0.05323,4.29381,2/17/2017,0.2375,828.070007,1.916495551
920,24-Feb-17,780,GOOGL,Call,65.5,5.69,65.8,67.2,1,20,1,0,0.14887,-0.11931,0,2/17/2017,0.1261,846.549988,0.019164956
921,24-Feb-17,800,GOOGL,Call,47,7,45.8,47.2,5,20,1,0,0.15269,-0.12237,0,2/17/2017,0.07123,846.549988,0.019164956
922,24-Feb-17,802.5,GOOGL,Call,42.92,10.92,41.7,45.2,3,4,1,0,0.15316,-0.12275,0,2/17/2017,0.01004,846.549988,0.019164956
923,24-Feb-17,815,GOOGL,Call,29.61,3.77,30.9,32.3,3,32,1,0,0.15555,-0.12466,0,2/17/2017,0.14211,846.549988,0.019164956
924,24-Feb-17,820,GOOGL,Call,25.81,3.04,26,27.3,21,73,1,0,0.1565,-0.12543,0,2/17/2017,0.10269,846.549988,0.019164956
925,24-Feb-17,825,GOOGL,Call,21.8,4,21.2,22.3,16,60,1,0,0.15746,-0.12619,0,2/17/2017,0.10159,846.549988,0.019164956
926,24-Feb-17,827.5,GOOGL,Call,18.61,2.11,18.8,20,1,21,1,0,0.15793,-0.12658,0,2/17/2017,0.13485,846.549988,0.019164956
927,24-Feb-17,830,GOOGL,Call,16.52,2.52,16.5,17.7,263,367,1,0,0.15841,-0.12696,0,2/17/2017,0.13386,846.549988,0.019164956
928,24-Feb-17,832.5,GOOGL,Call,14.03,1.67,14.3,15.4,30,56,1,0,0.15889,-0.12734,0,2/17/2017,0.08992,846.549988,0.019164956
929,24-Feb-17,835,GOOGL,Call,12.2,1.8,12.2,13.2,121,234,0.87477,0.01916,0.1392,-0.29188,0.27963,2/17/2017,0.0884,846.549988,0.019164956
930,24-Feb-17,837.5,GOOGL,Call,10.59,1.74,10.2,11,80,154,0.81674,0.02489,0.13028,-0.34436,0.28485,2/17/2017,0.10022,846.549988,0.019164956
931,24-Feb-17,840,GOOGL,Call,8.31,1.11,8.3,9.1,268,789,0.7435,0.02901,0.11882,-0.40866,0.43639,2/17/2017,0.09887,846.549988,0.019164956
932,24-Feb-17,842.5,GOOGL,Call,6.75,0.89,6.6,7.3,163,223,0.63969,0.02795,0.10219,-0.49767,0.44595,2/17/2017,0.11093,846.549988,0.019164956
933,24-Feb-17,845,GOOGL,Call,5.1,0.3,5.1,5.4,689,474,0.60114,0.04357,0.09677,-0.36954,0.44712,2/17/2017,0.0879,846.549988,0.019164956
934,24-Feb-17,847.5,GOOGL,Call,3.79,0.09,3.8,4.1,108,98,0.49919,0.03375,0.08019,-0.48244,0.45649,2/17/2017,0.10106,846.549988,0.019164956
935,24-Feb-17,850,GOOGL,Call,2.9,0.05,2.8,3.3,632,356,0.39875,0.03933,0.06439,-0.3644,0.46625,2/17/2017,0.10235,846.549988,0.019164956
936,24-Feb-17,852.5,GOOGL,Call,2.1,0.05,1.95,2.4,106,510,0.35741,0.0277,0.05747,-0.46464,0.46676,2/17/2017,0.1198,846.549988,0.019164956
937,24-Feb-17,855,GOOGL,Call,1.45,0.01,1.45,1.7,369,1282,0.22713,0.03075,0.03684,-0.27798,0.32293,2/17/2017,0.1039,846.549988,0.019164956
938,24-Feb-17,857.5,GOOGL,Call,0.97,-0.23,0.9,1.2,95,99,0.23097,0.02316,0.03727,-0.37046,0.31859,2/17/2017,0.08879,846.549988,0.019164956
939,24-Feb-17,860,GOOGL,Call,0.71,-0.29,0.6,0.8,356,222,0.11697,0.01868,0.01902,-0.19177,0.33126,2/17/2017,0.11449,846.549988,0.019164956
940,24-Feb-17,862.5,GOOGL,Call,0.46,-0.19,0.3,0.65,35,31,0.09433,0.01487,0.01533,-0.17745,0.2346,2/17/2017,0.13195,846.549988,0.019164956
941,24-Feb-17,865,GOOGL,Call,0.29,-0.18,0.15,0.45,71,49,0.0697,0.01132,0.01133,-0.13632,0.14433,2/17/2017,0.11668,846.549988,0.019164956
942,24-Feb-17,867.5,GOOGL,Call,0.24,-0.77,0.1,0.45,6,34,0.07025,0.00999,0.01139,-0.15582,0.14293,2/17/2017,0.1021,846.549988,0.019164956
943,24-Feb-17,870,GOOGL,Call,0.3,-0.1,0.05,0.25,66,234,0.02165,0,0.00354,-0.05276,0.09967,2/17/2017,0.1322,846.549988,0.019164956
944,24-Feb-17,790,GOOGL,Put,0.08,-0.09,0.05,0.15,48,305,-0.01497,0.00132,-0.00241,-0.08735,0.02973,2/17/2017,0.24997,846.549988,0.019164956
945,24-Feb-17,805,GOOGL,Put,0.2,-0.2,0.05,0.3,40,104,-0.01151,0.00151,-0.00183,-0.046,0.02916,2/17/2017,0.20922,846.549988,0.019164956
946,24-Feb-17,810,GOOGL,Put,0.16,-0.36,0.1,0.3,34,258,-0.02051,0.00253,-0.00298,-0.07723,0.11821,2/17/2017,0.14755,846.549988,0.019164956
947,24-Feb-17,812.5,GOOGL,Put,0.2,-0.7,0.05,0.35,21,50,-0.02184,0.00283,-0.0032,-0.0756,0.11792,2/17/2017,0.14242,846.549988,0.019164956
948,24-Feb-17,815,GOOGL,Put,0.26,-0.59,0.1,0.35,45,161,-0.01916,0.00281,-0.00276,-0.06251,0.11714,2/17/2017,0.136,846.549988,0.019164956
949,24-Feb-17,817.5,GOOGL,Put,0.31,-0.59,0.1,0.35,28,127,-0.03927,0.00481,-0.00602,-0.11239,0.11861,2/17/2017,0.13429,846.549988,0.019164956
950,24-Feb-17,820,GOOGL,Put,0.3,-0.55,0.3,0.4,72,308,-0.07871,0.00751,-0.01224,-0.24521,0.2124,2/17/2017,0.13587,846.549988,0.019164956
951,24-Feb-17,822.5,GOOGL,Put,0.25,-0.73,0.25,0.45,23,82,-0.06759,0.00781,-0.01061,-0.17813,0.12056,2/17/2017,0.15471,846.549988,0.019164956
952,24-Feb-17,825,GOOGL,Put,0.59,-0.78,0.4,0.6,163,260,-0.06155,0.00834,-0.00961,-0.14045,0.11909,2/17/2017,0.13261,846.549988,0.019164956
953,24-Feb-17,827.5,GOOGL,Put,0.69,-0.96,0.45,0.8,205,76,-0.06512,0.00967,-0.01017,-0.13352,0.11919,2/17/2017,0.11375,846.549988,0.019164956
954,24-Feb-17,830,GOOGL,Put,0.8,-1.32,0.6,0.9,172,300,-0.10685,0.01318,-0.01535,-0.20233,0.28228,2/17/2017,0.10737,846.549988,0.019164956
955,24-Feb-17,832.5,GOOGL,Put,1.15,-1.58,0.8,1.15,111,78,-0.09879,0.01516,-0.01403,-0.15767,0.27884,2/17/2017,0.13335,846.549988,0.019164956
956,24-Feb-17,835,GOOGL,Put,1.4,-2.05,1.1,1.5,252,115,-0.20844,0.01947,-0.03147,-0.34652,0.29131,2/17/2017,0.11668,846.549988,0.019164956
957,24-Feb-17,837.5,GOOGL,Put,1.8,-2.12,1.55,1.95,111,129,-0.20112,0.02488,-0.0302,-0.25361,0.28945,2/17/2017,0.11668,846.549988,0.019164956
958,24-Feb-17,840,GOOGL,Put,2.45,-2.65,2.05,2.5,282,298,-0.30466,0.02529,-0.04237,-0.37556,0.44217,2/17/2017,0.12806,846.549988,0.019164956
959,24-Feb-17,842.5,GOOGL,Put,3.5,-2.7,2.8,3.4,65,46,-0.34884,0.03159,-0.04871,-0.32391,0.44426,2/17/2017,0.12059,846.549988,0.019164956
960,24-Feb-17,845,GOOGL,Put,4.2,-3.45,3.7,4.4,304,31,-0.44156,0.02764,-0.06167,-0.45446,0.45208,2/17/2017,0.08474,846.549988,0.019164956
961,24-Feb-17,847.5,GOOGL,Put,6.11,-4.16,4.9,5.7,41,34,-0.51083,0.03341,-0.06247,-0.37799,0.45631,2/17/2017,0.09118,846.549988,0.019164956
962,24-Feb-17,850,GOOGL,Put,7.1,-3.9,6.3,7.1,89,116,-0.58665,0.03166,-0.072,-0.35194,0.46203,2/17/2017,0.12056,846.549988,0.019164956
963,24-Feb-17,852.5,GOOGL,Put,8.6,-3.76,7.8,8.8,16,41,-0.6535,0.02856,-0.08093,-0.34983,0.4636,2/17/2017,0.11844,846.549988,0.019164956
964,24-Feb-17,855,GOOGL,Put,11.31,-5.1,9.6,11.5,13,10,-0.70867,0.02544,-0.07958,-0.36474,0.45471,2/17/2017,0.12401,846.549988,0.019164956
965,24-Feb-17,857.5,GOOGL,Put,14.88,-28.62,11.4,14.2,3,4,-0.7633,0.02302,-0.07625,-0.32115,0.31149,2/17/2017,0.11979,846.549988,0.019164956
966,24-Feb-17,860,GOOGL,Put,17.24,-1.96,13.7,16.4,1,10,-0.82037,0.02049,-0.07376,-0.23596,0.31296,2/17/2017,0.12458,846.549988,0.019164956
967,24-Feb-17,880,GOOGL,Put,35.7,-4.98,31.7,36,1,2,-0.89151,0.00781,-0.0793,-0.35443,0.29417,2/17/2017,0.1325,846.549988,0.019164956
968,24-Feb-17,900,GOOGL,Put,55.78,-4.61,52,56.4,1,1,-0.94003,0.00411,-0.07394,-0.25944,0.13196,2/17/2017,0.1857,846.549988,0.019164956
969,3-Mar-17,800,GOOGL,Call,47,5.6,46.4,47.7,2,32,1,0,0.30562,-0.12226,0,2/17/2017,0.06526,846.549988,0.038329911
970,3-Mar-17,817.5,GOOGL,Call,29.95,4.55,29.6,30.8,4,14,1,0,0.3123,-0.12494,0,2/17/2017,0.10127,846.549988,0.038329911
971,3-Mar-17,820,GOOGL,Call,28.5,5.05,27.3,28.5,4,52,1,0,0.31326,-0.12532,0,2/17/2017,0.13326,846.549988,0.038329911
972,3-Mar-17,825,GOOGL,Call,22.47,1.77,22.8,24,11,50,0.93647,0.00819,0.2948,-0.19948,0.19822,2/17/2017,0.13251,846.549988,0.038329911
973,3-Mar-17,827.5,GOOGL,Call,20.34,1.57,20.7,21.8,3,20,0.85893,0.01165,0.27039,-0.28302,0.3919,2/17/2017,0.13063,846.549988,0.038329911
974,3-Mar-17,830,GOOGL,Call,18.64,2.64,18.6,19.7,12,54,0.88548,0.01277,0.28022,-0.23141,0.38105,2/17/2017,0.13298,846.549988,0.038329911
975,3-Mar-17,832.5,GOOGL,Call,15.28,0.68,16.6,17.6,5,32,0.78918,0.01508,0.24949,-0.34647,0.40292,2/17/2017,0.13559,846.549988,0.038329911
976,3-Mar-17,835,GOOGL,Call,13.75,0.73,14.7,15.7,6,62,0.74596,0.01618,0.23619,-0.37139,0.61218,2/17/2017,0.13808,846.549988,0.038329911
977,3-Mar-17,837.5,GOOGL,Call,13.45,1.57,12.9,13.9,4,38,0.7615,0.02097,0.2428,-0.29954,0.60312,2/17/2017,0.12196,846.549988,0.038329911
978,3-Mar-17,840,GOOGL,Call,11.15,1,11.2,12.1,86,177,0.66629,0.0193,0.21198,-0.36802,0.62252,2/17/2017,0.10214,846.549988,0.038329911
979,3-Mar-17,842.5,GOOGL,Call,9.6,1.2,9.6,10.5,19,97,0.64407,0.02487,0.20623,-0.31469,0.62322,2/17/2017,0.11845,846.549988,0.038329911
980,3-Mar-17,845,GOOGL,Call,8.19,0.96,8.3,8.6,272,1025,0.56445,0.02017,0.18006,-0.41261,0.63787,2/17/2017,0.1197,846.549988,0.038329911
981,3-Mar-17,847.5,GOOGL,Call,6.85,1.05,6.9,7.7,22,22,0.52076,0.02687,0.16748,-0.33028,0.64472,2/17/2017,0.11844,846.549988,0.038329911
982,3-Mar-17,850,GOOGL,Call,5.8,0.19,5.8,6.5,88,642,0.45642,0.02652,0.14707,-0.30644,0.65603,2/17/2017,0.12196,846.549988,0.038329911
983,3-Mar-17,850,GOOGL,Call,5.8,0.19,5.8,6.5,88,642,0.45642,0.02652,0.14707,-0.30644,0.65603,2/17/2017,0.12196,846.549988,0.057494867
984,10-Mar-17,850,GOOGL,Call,8.1,1.36,7.9,8.7,1,609,0.4914,0.01552,0.23468,-0.35713,0.79564,2/17/2017,0.12196,846.549988,0.038329911
985,10-Mar-17,850,GOOGL,Call,8.1,1.36,7.9,8.7,1,609,0.4914,0.01552,0.23468,-0.35713,0.79564,2/17/2017,0.12196,846.549988,0.057494867
986,3-Mar-17,855,GOOGL,Call,4.1,-0.15,3.8,4.4,6,43,0.34351,0.02258,0.11086,-0.29799,0.67344,2/17/2017,0.13343,846.549988,0.038329911
987,3-Mar-17,857.5,GOOGL,Call,3.65,-0.08,3.1,3.6,8,40,0.31334,0.01933,0.10095,-0.32399,0.67505,2/17/2017,0.13335,846.549988,0.038329911
988,3-Mar-17,860,GOOGL,Call,2.65,-0.06,2.5,2.9,161,51,0.26895,0.01816,0.0868,-0.30127,0.45517,2/17/2017,0.12196,846.549988,0.038329911
989,3-Mar-17,862.5,GOOGL,Call,1.99,-0.36,1.95,2.35,8,47,0.25912,0.0155,0.08338,-0.33063,0.45411,2/17/2017,0.11546,846.549988,0.038329911
990,3-Mar-17,865,GOOGL,Call,1.59,0.03,1.5,1.8,24,65,0.14609,0.01455,0.04755,-0.16635,0.48005,2/17/2017,0.12196,846.549988,0.038329911
991,3-Mar-17,867.5,GOOGL,Call,1.47,0.13,1.15,1.5,2,108,0.19706,0.01278,0.0635,-0.27053,0.46256,2/17/2017,0.11668,846.549988,0.038329911
992,3-Mar-17,867.5,GOOGL,Call,1.47,0.13,1.15,1.5,2,108,0.19706,0.01278,0.0635,-0.27053,0.46256,2/17/2017,0.11668,846.549988,0.057494867
993,10-Mar-17,867.5,GOOGL,Call,2.85,0.16,2.45,2.9,40,15,0.25117,0.01231,0.12112,-0.26817,0.56564,2/17/2017,0.11668,846.549988,0.038329911
994,10-Mar-17,867.5,GOOGL,Call,2.85,0.16,2.45,2.9,40,15,0.25117,0.01231,0.12112,-0.26817,0.56564,2/17/2017,0.11668,846.549988,0.057494867
995,3-Mar-17,870,GOOGL,Call,1.19,0.54,0.9,1.4,2,70,0.16676,0.01143,0.05379,-0.24176,0.46662,2/17/2017,0.11735,846.549988,0.038329911
996,3-Mar-17,872.5,GOOGL,Call,1,-0.05,0.7,1.2,11,3,0.15241,0.01023,0.04913,-0.23948,0.4672,2/17/2017,0.15467,846.549988,0.038329911
997,3-Mar-17,875,GOOGL,Call,0.83,0.04,0.5,1,2,55,0.09827,0.00859,0.03187,-0.16517,0.33798,2/17/2017,0.12482,846.549988,0.038329911
998,3-Mar-17,880,GOOGL,Call,0.53,-0.02,0.3,0.7,5,46,0.08795,0.00702,0.02846,-0.16493,0.20489,2/17/2017,0.13445,846.549988,0.038329911
999,10-Mar-17,802.5,GOOGL,Call,44.04,11.44,43,46.8,3,10,0.96497,0.00287,0.44269,-0.17225,0.18925,2/17/2017,0.03235,846.549988,0.057494867
1000,10-Mar-17,812.5,GOOGL,Call,35.1,9.9,35.3,36.6,1,11,0.98984,0.00164,0.46058,-0.13483,0.07345,2/17/2017,0.13149,846.549988,0.057494867
1001,10-Mar-17,830,GOOGL,Call,20.1,1.35,20.4,21.5,1,31,0.84803,0.01296,0.40199,-0.22514,0.46429,2/17/2017,0.11607,846.549988,0.057494867
1002,10-Mar-17,832.5,GOOGL,Call,18.53,1.73,18.6,19.5,3,16,0.8153,0.0149,0.38749,-0.2418,0.47335,2/17/2017,0.12155,846.549988,0.057494867
1003,10-Mar-17,835,GOOGL,Call,16.28,1.19,16.7,17.6,2,27,0.77779,0.01657,0.37054,-0.25902,0.72456,2/17/2017,0.12081,846.549988,0.057494867
1004,10-Mar-17,840,GOOGL,Call,13.4,1.05,13.4,14.3,25,45,0.66949,0.01796,0.31963,-0.28656,0.75421,2/17/2017,0.12196,846.549988,0.057494867
1005,10-Mar-17,845,GOOGL,Call,10.2,1.29,10.5,11.3,9,130,0.58302,0.02106,0.28004,-0.28766,0.77521,2/17/2017,0.13195,846.549988,0.057494867
1006,10-Mar-17,847.5,GOOGL,Call,9.1,0.75,9.1,9.9,11,4,0.53444,0.0216,0.25729,-0.28701,0.78759,2/17/2017,0.11845,846.549988,0.057494867
1007,10-Mar-17,855,GOOGL,Call,6.35,0.7,5.8,6.4,14,225,0.38647,0.0193,0.18675,-0.25892,0.82414,2/17/2017,0.11672,846.549988,0.057494867
1008,10-Mar-17,860,GOOGL,Call,4.39,0.1,4.2,4.8,3,22,0.32038,0.01593,0.15466,-0.27479,0.8348,2/17/2017,0.1021,846.549988,0.057494867
1009,10-Mar-17,870,GOOGL,Call,2.57,0.72,2,2.35,30,19,0.19344,0.01175,0.09382,-0.19726,0.5826,2/17/2017,0.1021,846.549988,0.057494867
1010,10-Mar-17,875,GOOGL,Call,1.64,0.34,1.35,1.8,4,1,0.17621,0.00962,0.08517,-0.20954,0.58069,2/17/2017,0.11845,846.549988,0.057494867
1011,10-Mar-17,880,GOOGL,Call,1.18,-0.22,0.9,1.45,11,3,0.14443,0.00802,0.06982,-0.19402,0.58482,2/17/2017,0.11671,846.549988,0.057494867
1012,10-Mar-17,885,GOOGL,Call,0.88,-0.62,0.6,1,2,31,0.07369,0.00575,0.03597,-0.0998,0.26455,2/17/2017,0.11669,846.549988,0.057494867
1013,10-Mar-17,890,GOOGL,Call,0.83,-0.87,0.35,1.05,2,5,0.10352,0.00577,0.05002,-0.17884,0.52385,2/17/2017,0.16287,846.549988,0.057494867
1014,17-Mar-17,765,GOOGL,Call,80,14.8,81.7,83.2,1,20,0.99915,9.00E-05,0.58239,-0.11831,0.0052,2/17/2017,0.03235,846.549988,0.076659822
1015,17-Mar-17,770,GOOGL,Call,77,5.04,76.8,78.3,1,308,1,0,0.58674,-0.11747,0,2/17/2017,0.03235,846.549988,0.057494867
1016,17-Mar-17,770,GOOGL,Call,77,5.04,76.8,78.3,1,308,1,0,0.58674,-0.11747,0,2/17/2017,0.03235,846.549988,0.076659822
1017,17-Mar-17,780,GOOGL,Call,68.1,4.2,67.1,68.4,35,434,1,0,0.59436,-0.119,0,2/17/2017,0.1325,846.549988,0.076659822
1018,17-Mar-17,790,GOOGL,Call,55.45,1.95,57.4,58.8,9,159,1,0,0.60198,-0.12052,0,2/17/2017,0.05176,846.549988,0.057494867
1019,17-Mar-17,790,GOOGL,Call,55.45,1.95,57.4,58.8,9,159,1,0,0.60198,-0.12052,0,2/17/2017,0.05176,846.549988,0.076659822
1020,17-Mar-17,800,GOOGL,Call,48.15,4.35,48,49.3,28,904,1,0,0.6096,-0.12205,0,2/17/2017,0.07246,846.549988,0.076659822
1021,17-Mar-17,810,GOOGL,Call,39.5,5.05,38.9,40,15,497,1,0,0.61722,-0.12357,0,2/17/2017,0.13258,846.549988,0.076659822
1022,17-Mar-17,815,GOOGL,Call,34.5,3.12,34.5,35.1,30,367,0.96957,0.0036,0.6018,-0.1463,0.19479,2/17/2017,0.12511,846.549988,0.076659822
1023,17-Mar-17,820,GOOGL,Call,30.15,1.85,30.3,31.4,69,732,0.92842,0.00666,0.57919,-0.17748,0.4984,2/17/2017,0.11112,846.549988,0.076659822
1024,17-Mar-17,825,GOOGL,Call,26.29,1.87,26.2,27.3,27,543,0.8132,0.00977,0.5072,-0.26217,0.54961,2/17/2017,0.11845,846.549988,0.076659822
1025,17-Mar-17,830,GOOGL,Call,22.3,1.6,22.4,23.4,47,513,0.7446,0.01062,0.46521,-0.3021,0.85139,2/17/2017,0.12268,846.549988,0.076659822
1026,17-Mar-17,835,GOOGL,Call,18.84,1.34,18.8,19.7,64,355,0.67833,0.01113,0.42449,-0.32351,0.87024,2/17/2017,0.13176,846.549988,0.076659822
1027,17-Mar-17,840,GOOGL,Call,15.6,1.39,15.5,16.4,108,894,0.62723,0.01255,0.39468,-0.31935,0.88301,2/17/2017,0.13335,846.549988,0.076659822
1028,17-Mar-17,845,GOOGL,Call,12.8,1.7,12.6,13.4,219,663,0.58327,0.0174,0.37178,-0.26926,0.89357,2/17/2017,0.13333,846.549988,0.076659822
1029,17-Mar-17,850,GOOGL,Call,10.3,0.75,10,10.8,276,1340,0.50451,0.01344,0.31975,-0.32135,0.9165,2/17/2017,0.11668,846.549988,0.076659822
1030,17-Mar-17,855,GOOGL,Call,7.93,0.43,7.7,8.5,64,703,0.44103,0.01296,0.2801,-0.30492,0.93377,2/17/2017,0.10244,846.549988,0.076659822
1031,17-Mar-17,860,GOOGL,Call,6.2,0.5,5.9,6.5,593,1644,0.36344,0.01364,0.23244,-0.2631,0.95812,2/17/2017,0.11141,846.549988,0.076659822
1032,17-Mar-17,865,GOOGL,Call,4.6,0.11,4.4,4.9,84,995,0.28816,0.01336,0.18542,-0.23276,0.77375,2/17/2017,0.1021,846.549988,0.076659822
1033,17-Mar-17,870,GOOGL,Call,3.5,0.12,3.2,3.7,69,991,0.20472,0.01205,0.13267,-0.16147,0.68843,2/17/2017,0.13335,846.549988,0.076659822
1034,17-Mar-17,875,GOOGL,Call,2.53,0.15,2.35,2.75,94,449,0.14436,0.00976,0.09393,-0.12814,0.70803,2/17/2017,0.13335,846.549988,0.076659822
1035,17-Mar-17,880,GOOGL,Call,1.81,-0.08,1.7,2,338,1206,0.18884,0.0083,0.12115,-0.20182,0.67509,2/17/2017,0.13152,846.549988,0.076659822
1036,17-Mar-17,885,GOOGL,Call,1.35,0.06,1.2,1.45,22,234,0.15358,0.00714,0.09866,-0.1794,0.68326,2/17/2017,0.13768,846.549988,0.076659822
1037,17-Mar-17,890,GOOGL,Call,1,0.08,0.85,1,46,275,0.10672,0.00593,0.06895,-0.1395,0.59102,2/17/2017,0.11045,846.549988,0.076659822
1038,17-Mar-17,900,GOOGL,Call,0.64,0.04,0.5,0.7,116,1687,0.02445,0,0.01606,-0.03377,0.24413,2/17/2017,0.13168,846.549988,0.076659822
1039,17-Mar-17,905,GOOGL,Call,0.46,0.05,0.25,0.55,1,60,0.04394,0.00287,0.02853,-0.06358,0.3165,2/17/2017,0.13132,846.549988,0.076659822
1040,17-Mar-17,910,GOOGL,Call,0.4,0.05,0.15,0.5,10,218,0.02288,0,0.01495,-0.03665,0.18835,2/17/2017,0.1633,846.549988,0.076659822
1041,24-Mar-17,817.5,GOOGL,Call,33.9,8.4,33.6,34.8,2,5,0.88108,0.00705,0.68227,-0.20039,0.5768,2/17/2017,0.13944,846.549988,0.095824778
1042,24-Mar-17,825,GOOGL,Call,26.6,2.75,27.7,28.7,1,13,0.79912,0.0093,0.6219,-0.25228,0.66405,2/17/2017,0.12199,846.549988,0.095824778
1043,24-Mar-17,840,GOOGL,Call,17.2,1.55,17.3,18.2,2,17,0.62416,0.01129,0.48963,-0.29448,0.98574,2/17/2017,0.11668,846.549988,0.095824778
1044,24-Mar-17,845,GOOGL,Call,14.19,1.32,14.3,15.2,4,8,0.5706,0.01205,0.44963,-0.30247,1.00404,2/17/2017,0.13335,846.549988,0.095824778
1045,24-Mar-17,847.5,GOOGL,Call,13.21,0.21,13,13.8,4,3,0.55189,0.01589,0.43999,-0.24814,1.01119,2/17/2017,0.13335,846.549988,0.095824778
1046,24-Mar-17,850,GOOGL,Call,11.9,0.7,11.8,12.5,21,28,0.51446,0.01372,0.40863,-0.26621,1.02459,2/17/2017,0.1021,846.549988,0.095824778
1047,24-Mar-17,852.5,GOOGL,Call,10.86,1.08,10.6,11.3,2,2,0.48624,0.01187,0.3846,-0.2887,1.0328,2/17/2017,0.11668,846.549988,0.095824778
1048,24-Mar-17,920,GOOGL,Call,1.1,0.65,0.2,0.8,1,1,0.05429,0.00261,0.04376,-0.07837,0.35249,2/17/2017,0.16245,846.549988,0.095824778
1049,3-Mar-17,780,GOOGL,Put,0.35,-0.15,0.15,0.55,9,97,-0.037,0.00197,-0.01148,-0.12468,0.16522,2/17/2017,0.24449,846.549988,0.038329911
1050,3-Mar-17,790,GOOGL,Put,0.52,-0.38,0.25,0.75,8,159,-0.05514,0.00294,-0.01743,-0.16563,0.1669,2/17/2017,0.22173,846.549988,0.038329911
1051,3-Mar-17,800,GOOGL,Put,0.51,-0.41,0.3,0.65,2,113,-0.04635,0.00326,-0.01445,-0.10934,0.16438,2/17/2017,0.19384,846.549988,0.038329911
